ssn,nif,nome,telefone,morada,data_nasc
14881881851,260854455,Bernardina Nobre,966721583,R O BARRACA LOTE 3º DTO 2700-168 - AMADORA,2010-1-8
38680546018,775275225,Lilian Goulart,969162929,TV VISC CHANCELEIROS LOTE RC 2580-545 - ALENQUER,1996-6-15
66096142282,221964052,Matias Vitorino,922730405,R ESTREITA LOTE 1º ESQ 2580-559 - RIBAFRIA,2005-4-6
15456906529,319598126,Sérgio Saldanha,968139963,CSL FONTE SERRA LOTE 1º ESQ 2630-312 - ARRUDA DOS VINHOS,2006-12-12
83462869277,517508138,Aloísio Mota,968499276,R STA ANA CASA DA EIRA LOTE 1º ESQ 2580-155 - CARNOTA,1930-12-22
65090615444,949886886,Sabrina Serrao,939715215,R CASAL RENDEIRO QTA DA CABRETA LOTE 1º ESQ 2580-409 - VENTOSA ALQ,1932-3-18
22711150688,356871603,Estêvão Grilo,958847471,R JOÃO VILLARET LOTE 1º DTO 2720-313 - AMADORA,1941-2-3
73246199825,225545989,Elizabete Lacerda,956509484,QTA TOJEIRA LOTE 3º DTO 2630-184 - ARRUDA DOS VINHOS,1932-5-22
30243524713,874487933,Rómulo Albergaria,974419762,R BELA VISTA LOTE 1º DTO 2580-598 - CARREGADO,1947-8-1
39281544027,761139995,Marilda Galaz,955247100,BC CANTO LOTE 2º ESQ 2580-178 - MECA,1997-9-28
80691695388,500952163,Joana Falcao,939889207,CSL VERDELHO LOTE 1º ESQ 2630-332 - ARRUDA DOS VINHOS,1984-1-1
71906000272,827982568,Clara Demoliner,957487183,R FLORES LOTE 2º ESQ 2650-255 - AMADORA,1928-3-18
45762085423,224769982,Justino Santiago,945508942,AV CURRY CABRAL C LOTE 3º ESQ 2700-218 - AMADORA,1939-10-13
14920184808,732082748,Epifânia Leitão,921452150,TV CARTAXO LOTE RC 2580-414 - ABRIGADA,1994-7-23
95183042000,371604090,Florbela Albergaria,951336998,R VITOR MANUEL TAVARES FERREIRA LOTE 2º DTO 2700-859 - AMADORA,1968-9-12
43391047761,358104341,Fradique Bulhões,977253938,R JOÃO DE BARROS LOTE 3º ESQ 2650-227 - AMADORA,1928-4-27
51386664590,105359768,Lourdes Moreno,925919991,R CARAMBANCHA BAIXO LOTE 3º DTO 2580-461 - CARREGADO,2017-12-13
62963768236,900440751,Mariana Aquino,925363910,LG HUMBERTO DELGADO LOTE 2º ESQ 2630-433 - CARDOSAS,1989-3-13
70610554570,184373807,Belarmino DeLima,965903105,R PEREIRA LOTE RC 2580-252 - PEREIRO DE PALHACANA,1925-12-26
57364973570,399029038,Márcia Climaco,966461851,R COSTA LOTE RC 2580-156 - CARNOTA,2001-2-13
30185576308,412904004,Luz Calmon,986830599,R CARRASQUINHA LOTE 3º DTO 2580-211 - OLHALVO,2005-12-5
72034834217,965936836,GianFrancesco Bulhões,985547865,R BEATRIZ COSTA LOTE 2º ESQ 2610-195 - AMADORA,2001-8-15
92102849893,201853109,Donato Paquetá,912936270,R S DOMINGOS LOTE 3º ESQ 2610-213 - AMADORA,1964-10-28
85751542563,191908477,Sílvio Sales,921692820,R CASAL CASCALHEIRA LOTE 1º DTO 2580-588 - CARREGADO,1986-12-11
39476134310,217130512,Félix Carlos,957894677,R ANTONIO JOSE SILVA Q LOTE 1º ESQ 2650-382 - AMADORA,2015-6-16
38954596626,874811845,Bernarda Mendonça,939024957,TV PINHEIROS LOTE 3º ESQ 2580-121 - CABANAS DE TORRES,1969-7-23
91028106970,128973082,Leila Aranha,920443920,R ZAMBUJEIRA LOTE 3º DTO 2630-073 - ARRANHÓ,1995-8-24
21707179718,920060251,Octávia Menezes,948181642,CSL MESQUITAS LOTE 3º DTO 2630-504 - SANTIAGO DOS VELHOS,2020-5-12
75284122361,459158094,Plínio Botelho,978548039,CSL MACHADA LOTE 2º DTO 2630-318 - ARRUDA DOS VINHOS,1929-11-17
35964622927,870515890,Guido Organista,977376152,R SABUGUEIROS LOTE 1º ESQ 2580-559 - RIBAFRIA,1991-11-11
20096128054,378896297,Elia Bonifacio,940033166,R PRIMEIRO SARG DA GNR ARNALDO MOTA LOTE 3º ESQ 2580-304 - ALENQUER,1956-9-23
58949577815,984533242,Lineu Mesquita,921229160,R PRI NCIPAL LOTE 2º DTO 2580-171 - MECA,2001-4-4
51882998898,711306821,Honório Lemos,952613320,URB QUINTA DO BRANDÃO LOTE 2º ESQ 2580-355 - ALENQUER,1998-2-8
79031062850,294360205,Abelardo Albergaria,940858378,R RUBEN A LOTE 1º ESQ 2650-042 - AMADORA,1943-6-23
27760760776,829997344,Anacleto Meireles,930276774,R MARIA LAMAS LOTE 2º DTO 2720-366 - AMADORA,1939-3-9
99459060986,123559367,Laura Abrantes,953933060,R JOSE GOMES FERREIRA LOTE RC 2720-325 - AMADORA,2014-10-14
66371423564,553919642,Zuleica DelRosario,964171741,R PENUDA LOTE RC 2580-559 - RIBAFRIA,2018-7-2
82540969707,955757302,Diogo DeJesus,932304926,PC MOINHOS VENTO LOTE 3º ESQ 2700-884 - AMADORA,1997-4-9
57077768952,579487761,Teodora Moleiro,936651756,R PADRE FRANCISCO MARIA DA SILVA LOTE 2º DTO 2610-134 - AMADORA,1923-7-12
70700613479,660840181,Lucas Marinho,955504621,R LUIS DE CAMÕES LOTE RC 2580-181 - MECA,1983-8-3
55860739820,546188422,Vinicius Branco,959992593,R FONTAINHAS LOTE 3º DTO 2580-635 - ALENQUER,1936-12-23
79430842677,901829884,Aurélia Seabra,926331294,R MARIA ARCHER LOTE 3º ESQ 2650-189 - AMADORA,1939-8-10
61717871200,276159911,Silvério Bessa4,953170647,R BRITES DE ALMEIDA LOTE 1º ESQ 2650-358 - AMADORA,2015-7-15
84184241118,432856111,GianFrancesco Borges,980495232,TV LARGO LOTE 1º ESQ 2580-409 - VENTOSA ALQ,1980-11-4
89513665563,985834096,Clementina Vale,959087796,R H LOTE 2º ESQ 2700-168 - AMADORA,1953-11-6
34926299347,404752736,Irina Franco,952611396,CSL MOINHO VELHO LOTE 1º ESQ 2580-379 - ALENQUER,1983-10-1
36020415684,940370167,Camila Texeira,935903612,R 1 MAIO LOTE 3º ESQ 2580-133 - CADAFAIS,1929-6-4
67784997971,939332827,Belarmina Coutinho,911043979,QTA RIBEIRA LOTE 2º DTO 2580-105 - ALDEIA GAVINHA,1981-11-17
14974307931,957362938,Rosa Oliveira,977621193,R 1 DE MAIO LOTE 2º DTO 2720-467 - AMADORA,1942-1-23
11233529148,892428801,Natalina Carmona,941087284,LG ESPÍRITO SANTO LOTE 3º DTO 2580-301 - ALENQUER,2015-11-22
82685656719,902014258,Silvano Barboza,938353233,R PEREIRA BASTOS LOTE 3º ESQ 2610-137 - AMADORA,1959-2-10
28160433092,698573858,Jaime Cavaleiro,918709425,R DERREGADAS LOTE 3º ESQ 2630-096 - ARRANHÓ,1944-1-5
75990645461,356615235,Lília Domingos,977874579,R QUINTA DO POMAR DE CIMA LOTE 3º DTO 2700-700 - AMADORA,1945-3-25
57529452130,595615123,Rosalina Abril,950929304,CSL IGREJA LOTE RC 2580-131 - CADAFAIS,1929-2-24
97530205185,704054271,Giselda Agra,970361551,R AUGUSTO POREM LOTE 1º DTO 2580-381 - ALENQUER,1943-6-20
16654313971,212526560,Aurélio Portela,913354622,R DAMIAO DE GOIS LOTE 1º ESQ 2650-320 - AMADORA,1948-8-7
27248364539,828609196,Hugo Peres,956164958,R OLIVAL CASAL CARTAXO LOTE RC 2580-573 - ALENQUER,2017-10-27
98423794244,411611208,Alexandre Conceição,931932348,R 1 DEZEMBRO LOTE 3º ESQ 2700-671 - AMADORA,1967-8-16
13743971492,746072424,Daniel Ataíde,913956474,AV DR JOSE PONTES LOTE RC 2720-204 - AMADORA,1968-11-21
32253789729,924166205,Sebastiana Castro,934761953,R NACIONAL N 248 LOTE 2º ESQ 2630-111 - ARRUDA DOS VINHOS,1959-9-26
62014153023,845708210,Vitória Paquetá,947892934,QTA CARNEIRO LOTE 3º ESQ 2580-376 - ALENQUER,1927-12-14
50903360370,169239697,Teodora Brigido,967157108,LG ESPÍRITO SANTO LOTE RC 2580-381 - ALENQUER,2004-5-1
27650812127,346020698,Prantelhana Gonsalves,949129491,R BOMBEIROS VOLUNTÁRIOS LOTE 2º ESQ 2700-119 - AMADORA,2006-5-16
78983699203,841302966,Carolina Brigido,924374424,R ESTRELA LOTE 3º DTO 2700-352 - AMADORA,2010-9-10
10404399382,458687634,Aleixo Santiago,956827903,R POÇO CORDA LOTE 2º ESQ 2580-432 - VILA VERDE DOS FRANCOS,1938-4-27
43116576437,494369579,Graça Moreno,968123912,EN 3 QTA DA ALEGRIA LOTE 1º DTO 2580-507 - CARREGADO,1924-8-27
94387865530,547431549,Otília Alexandre,945436324,R BILRAS LOTE RC 2580-258 - PEREIRO DE PALHACANA,1935-9-26
80966686541,691938901,Antão Abreu,929530973,R 1 DE MAIO LOTE 2º DTO 2630-588 - SANTIAGO DOS VELHOS,2002-9-25
55749586796,558577755,Silvano Jussim,949884776,R CAPITÃES DE ABRIL LOTE 1º DTO 2650-351 - AMADORA,2013-6-16
67949592786,412961575,Prazeres Lagoa,945465280,R FONTE DA PIPA LOTE 2º DTO 2580-258 - PEREIRO DE PALHACANA,1980-4-11
83242894243,863396842,Aarão Matos,968820120,R QUINTA DE S CLEMENTE QUINTA DE S CLEMENTE LOTE 2º DTO 2580-619 - ALENQUER,1955-4-27
89767323108,792621143,Fausta Graça4,965629814,PCT JOSEFINA SILVA S LOTE 3º ESQ 2650-209 - AMADORA,1950-10-8
55610540594,226457075,Joel Santos,974308881,EN DA MATINHA LOTE 2º ESQ 2630-319 - ARRUDA DOS VINHOS,1975-3-22
52177744934,116608698,Hipólito Calado,928726522,R GRANDOCIRA LOTE RC 2580-088 - ALDEIA GALEGA DA MERCEANA,1963-7-9
74481576989,417588811,Gaspar Hernandes,929115533,AV JUVENTUDE LOTE 2º ESQ 2580-357 - ALENQUER,1930-11-18
95859630163,762069619,Flávio Vidal,961052498,R ARSÉNIO DA ASSUNÇÃO CARVALHO LOTE RC 2580-491 - CARREGADO,1942-8-5
29446515101,945020597,Virgínia Mesquita,923765368,EN 115 LOTE 2º DTO 2580-254 - PEREIRO DE PALHACANA,1920-5-23
84795068950,784843670,Olívia Peixoto,982098402,R BENTO GONCALVES LOTE 2º ESQ 2650-370 - AMADORA,1928-10-9
85221592666,310227961,Augusto Alvarenga,936313404,PCT CARRASQUINHA LOTE 3º DTO 2580-211 - OLHALVO,1991-3-13
48184516322,841373277,Joel Guterres,984674372,R FONTE LOTE 3º ESQ 2630-072 - ARRANHÓ,1991-7-8
50603968368,315346819,Álvaro Caetano,987273515,R LIRIOS LOTE 2º ESQ 2580-509 - CARREGADO,2020-4-18
54134606155,183922204,Leandro Mateus,955484341,R PROF MOTA PINTO SETE LOTE 3º DTO 2610-152 - AMADORA,1966-7-16
83740196078,576069848,Clara Florencio,935043456,ESTR ÁGUAS LIVRES LOTE 1º ESQ 2700-017 - AMADORA,2002-5-2
73330766818,377514465,Mariane Quaresma,948645695,R LUIS CAMÕES LOTE RC 2630-253 - ARRUDA DOS VINHOS,1993-8-25
30550221248,401457654,Serafina Brum,935197503,R 5 DE OUTUBRO LOTE 2º ESQ 2630-205 - ARRUDA DOS VINHOS,1988-4-26
57702003726,209724786,Laura Jussim,946380831,R PRINCIPAL LOTE 3º ESQ 2580-509 - CARREGADO,1945-9-20
79133676799,334242280,Filipe Paredes,988476941,R 1 DE MAIO LOTE RC 2580-376 - ALENQUER,2007-7-12
85917109070,931743909,Corina Peixoto,957523058,R MEIO LOTE 1º ESQ 2580-405 - VENTOSA ALQ,1926-11-28
79699175008,505988492,Narciso Mota,967648856,R ANTÓNIO FREITAS LOTE RC 2650-385 - AMADORA,1936-11-5
50709506446,918319199,Estêvão Lagoa,946339503,R PRINCIPAL LOTE RC 2580-441 - VILA VERDE DOS FRANCOS,1921-7-13
24872821972,383044633,Florêncio Dias,932565038,R PRINCIPAL LOTE 3º DTO 2580-145 - CARNOTA,1944-8-27
50146049022,732819089,Augusta Osorio,975772031,R ESCOLA LOTE 2º ESQ 2580-178 - MECA,1920-3-10
16021653326,214247556,Laureana Parra,912730366,R EIRA LOTE 2º DTO 2630-014 - ARRANHÓ,1976-11-8
72778326803,477844982,Fábio Colaco,985081986,R SEBASTIÃO DA GAMA LOTE 3º ESQ 2700-769 - AMADORA,2007-12-14
50074496716,540642498,Camilo Peres,933286022,QTA CORTEZIA LOTE 2º DTO 2580-101 - ALDEIA GAVINHA,2010-9-14
30465862649,794556749,Violeta Brigido,927042596,R FUNCHEIRA LOTE 1º DTO 2630-011 - ARRANHÓ,1985-12-4
99069805911,788486810,Justina Moniz,952798238,PCT EUGÉNIO DE CASTRO LOTE 2º DTO 2720-225 - AMADORA,1924-9-7
78822754125,434249826,Solano Aquino,979249589,LG ROSSIO LOTE RC 2580-152 - CARNOTA,1921-9-27
16593509740,879289935,Abraão Paes,989404824,R RELVA LOTE 3º DTO 2580-231 - OLHALVO,1979-7-17
86817585185,723278989,Cláudia Guardado,978490800,EN 125 LOTE 2º ESQ 2580-158 - CARNOTA,1955-7-22
51868463441,533051497,Sancho Vale,963811858,R NA ESCOLA LOTE 1º DTO 2580-172 - MECA,2017-11-16
22960274067,669803599,Filomena Sousa,955775888,R C DA URBANIZAÇÃO VALE QUENTE LOTE 1º ESQ 2630-365 - ARRUDA DOS VINHOS,1923-10-14
25180341867,135625739,Jeremias Moysés,975171630,ESTR CIRCUNVALAÇÃO HOTEL IBIS ALFRAGIDE LOTE 3º ESQ 2610-316 - AMADORA,1937-9-13
28476016394,580050852,Geraldina Gameiro,933384127,ESTR S JOÃO LOTE 2º ESQ 2630-315 - ARRUDA DOS VINHOS,1959-6-19
46606812378,173227144,Úrsula Guedes,928559372,R SOCIEDADE LOTE 2º DTO 2630-092 - ARRANHÓ,1927-11-12
98166848287,145004363,Mafalda Vila,980046058,BC MOINHO LOTE 1º ESQ 2610-096 - AMADORA,1986-7-9
30343138616,147749796,Daniela Rego,987697381,CSL PEDRAS LOTE 3º DTO 2630-413 - CARDOSAS,1962-6-10
21343076335,656032807,Caetano Lacerda,986793216,R PRINCIPAL LOTE 3º ESQ 2580-661 - CARNOTA,1994-2-28
73537060984,765496858,Ronaldo Ávila,974262334,R CELEIRO LOTE 2º ESQ 2630-106 - ARRANHÓ,1955-6-20
94515706081,777529760,Geraldina Abrantes,972008615,CAM FONTE LOTE RC 2700-140 - AMADORA,1933-2-19
67310532914,559877254,Artur Carmona,935314491,R ALECRIM LOTE 1º DTO 2580-509 - CARREGADO,1963-6-14
90195486995,338920025,Abelardo Moniz,936041845,LG AREAL LOTE RC 2580-408 - VENTOSA ALQ,1993-5-27
95946365020,341381442,Benjamim Maciel,913885346,BC CARVALHA LOTE 2º DTO 2580-141 - CARNOTA,2020-7-13
23836721649,196560857,Telma Nascimento,954318105,R LAGE LOTE 1º DTO 2580-121 - CABANAS DE TORRES,1965-8-2
96826437712,729257254,Maximiliana Valente,920454340,TV BOUCO LOTE 3º ESQ 2580-203 - OLHALVO,2008-11-2
32614931526,262929693,Camilo Machado,922832957,R PERO DA COVILHÃ LOTE 3º ESQ 2580-497 - CARREGADO,2007-10-6
54786457049,446495465,GianFrancesco Araújo,918772148,R MUGALHEIRA LOTE RC 2580-558 - RIBAFRIA,1974-4-4
32043569515,885952096,Plácido Sampaio,915811945,R MALMEQUERES LOTE 3º ESQ 2650-193 - AMADORA,1995-5-3
93063461846,725713813,Iva Ferreira,944124594,R 1 DE MAIO LOTE 1º ESQ 2580-115 - ABRIGADA,1927-10-21
46889758814,491259276,Selma Graciano,967882186,LG POETA ARY DOS SANTOS LOTE RC 2650-146 - AMADORA,2007-8-25
69665263830,286011024,Catarina Vieira,963868641,R S JOAO LOTE 2º DTO 2650-108 - AMADORA,1964-5-19
21677276820,622346700,Tobias Freitas,940034740,R MOLEIRAS LOTE 1º ESQ 2580-407 - VENTOSA ALQ,1942-10-26
63834852173,181299688,Domingos Sampaio,932874890,ESTR VALE MOURISCO LOTE 2º DTO 2580-182 - MECA,2022-8-17
51073591645,204810392,Germana Malafaia,966785875,R JOAO DE BARROS LOTE RC 2650-227 - AMADORA,2008-1-3
52630949672,300208645,Marise Coutinho,979218194,R EDITH CAVELL LOTE 3º DTO 2720-075 - AMADORA,1995-8-10
66954579478,904946229,Dionísio Guedes,932580854,R QUINTA DO PARAÍSO LOTE RC 2610-316 - AMADORA,1949-2-2
72825100872,743588527,Teodoro Rosa,955742968,TV LEOPOLDO LOTE 3º ESQ 2580-230 - OLHALVO,2010-2-26
82212361373,208211555,Prantelhana Sardinha,911471825,R VALE PEDRAS LOTE 3º DTO 2580-136 - ABRIGADA,1998-11-17
25062008375,394652317,Roberto Aranha,915674316,TV FAMILIA LOTE 1º ESQ 2580-133 - CADAFAIS,1934-5-6
85172254546,811577555,Onofre Agra,952809649,R OUTEIRO LOTE 1º ESQ 2580-199 - ABRIGADA,1987-10-26
93070631786,453224484,João Veloso,979763224,TV RAMOS LOTE 2º DTO 2580-402 - VENTOSA ALQ,1977-9-17
49208725362,875756559,Maurícia Ventura,922274459,AV PEDRO ALVARES CABRAL LOTE 2º DTO 2700-608 - AMADORA,2001-6-13
61493360863,616004678,Nuno Carmona,920572710,EN 250 LOTE 2º DTO 2650-140 - AMADORA,1996-10-22
85560605218,195757642,André Galaz,964610347,LG ANTÓNIO FELICIANO DE CASTILHO LOTE 1º ESQ 2700-073 - AMADORA,1935-4-4
96790253450,531166670,Arnaldo Ruivo,970520958,R PRINCIPAL LOTE 2º ESQ 2580-133 - CADAFAIS,1920-12-22
97803620917,246712400,Merciana Demoliner,932052497,TV STA NAZARETT LOTE RC 2580-108 - ALDEIA GAVINHA,1950-7-25
45098764526,196867898,Hipólito Barros,988558376,CSL CARECA LOTE 3º ESQ 2580-376 - ALENQUER,1929-6-16
77547865551,590146365,Rúbem Vale,963878506,R ARNEIROS LOTE RC 2580-171 - MECA,1942-5-5
75457379652,841515108,Ângela Brigido,963748636,EN 115-3 LOTE 3º ESQ 2580-012 - ALENQUER,1945-4-2
73474645999,432753369,Gilberto Cerqueira,935644807,AV CRAVOS VERMELHOS LOTE 3º ESQ 2720-141 - AMADORA,1997-6-10
12204905945,275854598,Faustina Agostinho,911605170,ESTR GIESTEIRA GRUPO VENDAP LOTE 1º DTO 2630-241 - ARRUDA DOS VINHOS,1970-10-2
28297770451,182434804,Aldina Negreiros,935829726,TV JOÃO PATUSCO LOTE 1º DTO 2580-381 - ALENQUER,2013-7-28
15709147171,672507833,Vinicius Florencio,940270295,R PRINCIPAL LOTE RC 2580-171 - MECA,2017-8-14
77229619845,977243859,Verónica DeLima,950215872,R ISABEL ABOIM INGLES LOTE 1º DTO 2650-233 - AMADORA,2018-2-27
71159717158,328276223,Diná Barbalho,940237850,CSL CAMELA LOTE RC 2630-325 - ARRUDA DOS VINHOS,1993-11-6
59240821909,612487547,Benedito Machuca,912595139,QTA ESPIGANDEIRA LOTE 1º ESQ 2580-178 - MECA,2014-7-11
28211132029,992655866,Octávia Dantas,942203452,AV CONDE DE S MARCAL LOTE RC 2610-044 - AMADORA,1921-7-2
29822272696,738706004,Berengária Reis,935985356,R Z LOTE 1º DTO 2700-167 - AMADORA,2002-11-17
16364406184,744246115,Irina Vila,934277995,R G À ESTRADA MILITAR LOTE 3º DTO 2720-373 - AMADORA,1972-10-12
95793360448,539345018,Caetana Morais,987279099,VAR MIGUEL ARAÚJO LOTE 2º ESQ 2580-105 - ALDEIA GAVINHA,2020-11-25
53274144580,488171088,Glória Sodré,937835787,LG PINHEIRO LOTE 3º DTO 2580-556 - RIBAFRIA,1922-2-24
90271789896,334005215,Virgínia Pinho,930522905,AV AMALIA RODRIGUES BELVER LOTE 3º ESQ 2650-437 - AMADORA,1987-1-8
94966816552,274250330,Cristiano Guardado,964452628,TV QUINTA DA BOLACHA LOTE 2º DTO 2700-689 - AMADORA,1987-6-26
28946784492,285726194,Silvéria Coval,924636761,R OLHOS DE AGUA LOTE 1º DTO 2580-243 - OTA,1951-5-7
17625233226,894016072,Constança Cardoso,920902677,AV LOURENÇO MARQUES LOTE 2º DTO 2700-526 - AMADORA,1986-9-3
21247667719,186368654,Maurílio Americo,940351392,R HUMBERTO MADEIRA LOTE 1º DTO 2700-790 - AMADORA,1929-10-23
37769779209,524077271,Dirceu Rego,928264809,R OUTEIRO LOTE RC 2630-267 - ARRUDA DOS VINHOS,1956-5-24
64364722780,957285473,Hermínia Porto,937552661,R NSA SRA NAZARE LOTE RC 2580-145 - CARNOTA,2002-11-27
80358294794,806858320,Sebastiana Dias,948181529,QTA QUEIMADA LOTE 1º ESQ 2580-511 - CARREGADO,2017-2-8
41204999184,309794556,Rui Correia,911664207,R 25 DE ABRIL LOTE 3º DTO 2580-436 - VILA VERDE DOS FRANCOS,1965-1-7
49126684758,714456890,Breno Gusmão,966461684,CAM FORO LOTE RC 2630-300 - ARRUDA DOS VINHOS,2017-9-19
88043110100,507267191,Rodolfo Coelho,977024786,R VENDA LOTE 1º ESQ 2580-082 - ALDEIA GALEGA DA MERCEANA,2002-5-2
19822038074,111507156,Julieta Carlos,923356803,R JORGE CUNHA E CARMO LOTE 2º DTO 2580-531 - ALENQUER,2008-5-6
44763658801,529790410,Natália Bettencourt,961043728,LG LARGO 1 DE MAIO LOTE 3º ESQ 2580-084 - ALDEIA GALEGA DA MERCEANA,1954-10-10
56003047840,232264361,Osório GomesdaRocha,949880773,TV PADARIA LOTE RC 2580-083 - ALDEIA GALEGA DA MERCEANA,1994-6-3
38968174537,593964471,Belém Matias,954798309,R ANJOS LOTE 2º DTO 2610-248 - AMADORA,2001-8-17
50504138044,955554339,Ermelinda Nascimento,964423044,CSL PEDREIRA LOTE 2º ESQ 2580-089 - ALDEIA GALEGA DA MERCEANA,1957-2-12
53451103474,338927760,Heloísa Santos,965950884,R TOMAZ KIM LOTE 1º ESQ 2650-071 - AMADORA,1990-5-3
25362492962,535087442,Casimiro Pinto,916901034,CC DUARTE DE ALMEIDA LOTE 1º ESQ 2580-299 - ALENQUER,1934-11-20
76894199489,943118134,Ventura Custódio,964535204,R PRINCIPAL LOTE 1º ESQ 2580-150 - CARNOTA,2013-3-1
47220938952,814809394,Osório Marques,959381543,R VAL LOTE 3º ESQ 2580-082 - ALDEIA GALEGA DA MERCEANA,1947-2-4
56396811046,453622299,Joaquina Pesqueira,911950285,R SANTO ANTONIO DE LISBOA LOTE RC 2700-744 - AMADORA,2020-5-2
70914562227,159945078,Juliana Gonçalves,922230571,QTA LEÃO LOTE 2º ESQ 2580-154 - CARNOTA,2000-8-9
31942783975,204466663,Octávio Chao,912080360,R VALE LOTE 1º DTO 2630-573 - SANTIAGO DOS VELHOS,1984-8-7
99124783705,660182786,Manuela Abril,919744827,R FONTE LOTE 2º DTO 2580-401 - VENTOSA ALQ,1944-1-15
92413034072,401948878,Tânia Gonçalves,933938513,ESTR IC2 KM 41 LOTE 2º DTO 2580-381 - ALENQUER,2008-12-19
36499982010,123160262,Georgette Pacheco,960317936,R MÁRIO BARATA DA CRUZ LOTE 3º ESQ 2720-369 - AMADORA,1960-11-23
69288968503,587278920,Fabrício Barros,984400180,PCT 1 DE DEZEMBRO LOTE 3º DTO 2700-668 - AMADORA,1990-12-12
48423252350,543892262,Giorgio Paiva,920607556,BC ALEXANDRE CARVALHO LOTE 2º ESQ 2580-232 - OLHALVO,1992-10-13
96268869756,917669475,Floriano Queiroz,936873661,R PIPA LOTE 2º ESQ 2580-083 - ALDEIA GALEGA DA MERCEANA,1954-10-12
38242482000,492737628,Carmem Goulart,962119190,R D DINIS LOTE RC 2700-245 - AMADORA,1923-5-24
66318441574,496266199,Ezequiel Freitas,955738427,R 5 DE OUTUBRO LOTE 3º ESQ 2580-436 - VILA VERDE DOS FRANCOS,1958-3-9
10900191539,222530153,Prímio Abrahão,983901482,R CAPITÃES DE ABRIL LOTE 3º ESQ 2650-348 - AMADORA,1940-10-12
57373166065,119162523,Odílio Moysés,938653197,AV REPÚBLICA LOTE 1º DTO 2610-047 - AMADORA,1955-12-4
25661790964,198836381,Rosália Veloso,956379185,URB ALTO MOINHOS LOTE 2º ESQ 2580-521 - ABRIGADA,1941-8-4
19889816141,313932659,Antónia Conceição,912903185,CAM TOJAIS LOTE 3º DTO 2630-349 - ARRUDA DOS VINHOS,1945-11-8
93221810296,123033025,Sónia Batista,922098798,ESTR PACO CASAL DO JANECA LOTE 1º DTO 2580-083 - ALDEIA GALEGA DA MERCEANA,2005-1-2
72845062661,452933307,Valério Luz,971681009,R CASAL BESTIEL CASAL BASTIEL LOTE 1º ESQ 2580-432 - VILA VERDE DOS FRANCOS,1961-1-26
11624565337,881717184,Clara Silvestre,914947028,PCT PEDRO DE FREITAS BRANCO LOTE 2º ESQ 2720-451 - AMADORA,1980-9-15
71794304051,684378960,Serafim Demoliner,931438406,R LIRIOS LOTE 2º ESQ 2580-562 - ALENQUER,1940-4-28
32002029502,613772598,Lurdes Paredes,947226790,CSL ESCUDEIRA LOTE 3º ESQ 2580-346 - ALENQUER,1991-2-11
21392388487,348409143,Maximiliana Bernardino,962947029,R MANUEL SILVESTRE LOTE 3º DTO 2630-300 - ARRUDA DOS VINHOS,1949-1-18
61112710068,684691261,Quirina Coutinho,918954409,QTA AREEIRAS LOTE RC 2580-558 - RIBAFRIA,1983-1-14
58843833832,897617174,Laila Marques,985109899,CSL FONTE NOVA LOTE RC 2630-427 - CARDOSAS,1925-3-1
87659938811,230930236,Lívia Caeiro,929735897,R DO ALÉM LOTE RC 2580-425 - ABRIGADA,1935-8-6
45515784997,304836334,Sancho Ramalho,917999345,R LUIS GOMES LOTE 1º DTO 2700-532 - AMADORA,1926-2-23
15202836680,571056945,Adelaide Chao,938301481,QTA GRILA LOTE 3º ESQ 2580-089 - ALDEIA GALEGA DA MERCEANA,1929-6-3
50607289516,728025355,Alice Henriques,943723186,TV CARVALHAIS LOTE 3º ESQ 2580-147 - CARNOTA,1920-1-19
27811818157,166744857,Georgette Aquino,918670676,PCT ALEXANDRE O NEILL LOTE 2º ESQ 2700-033 - AMADORA,1983-12-20
63859332710,325666786,Ricardina Araújo,982770906,CSL BOA VISTA LOTE 2º DTO 2580-631 - ALENQUER,1950-5-1
60016744554,772161655,Mariane Viegas,915796959,ROSSIO QTA DA MACARENA LOTE 3º DTO 2630-436 - CARDOSAS,1941-9-27
33551573055,362058644,Inês Batista,982590741,PCT SAGRES LOTE 2º DTO 2700-725 - AMADORA,1942-3-11
54276930861,505167835,Giselda Albernaz,918698778,CSL CARTAXEIRA LOTE 2º ESQ 2630-309 - ARRUDA DOS VINHOS,2006-7-19
44223223198,429706210,Iolanda Madruga,940707025,ESTR CACADORES LOTE 3º ESQ 2580-134 - CADAFAIS,2006-5-24
45512836360,733154963,Simone Sousa,976520420,CSL LAMEIRAS LOTE RC 2580-379 - ALENQUER,1978-10-6
68080170683,333731152,Hilário PachecoPereira,928167684,R TRASEIRAS J MENDES E COELHO LOTE 3º ESQ 2700-218 - AMADORA,1979-3-19
16377011862,491295308,Salvador Gouveia,965618219,BC VALE CALHAU LOTE RC 2580-244 - OTA,1924-6-16
27988697999,303260052,Joel Peres,954524773,R VALE MOSQUEIRO LOTE 2º ESQ 2630-096 - ARRANHÓ,1961-5-4
20946959981,733675875,Silvério Sarmento,948531320,EN CARRASQUEIRO LOTE 3º ESQ 2630-196 - ARRUDA DOS VINHOS,1974-6-24
99936759460,109536414,Firmino Bulhões,911995652,R PARAISO C LOTE 2º DTO 2610-136 - AMADORA,1936-5-27
71635401210,413479449,Júlia Tavares,978770229,R MANUEL POLICARPO MARTINS LOTE 1º DTO 2630-257 - ARRUDA DOS VINHOS,2019-1-4
